cms_id,fyear,system,prov_type,own_type,cbsa,urban_rural
234040,2018,,Psychiatric Hospitals,Private (Not For Profit),"Detroit-Dearborn-Livonia, MI",Urban
234041,2018,,Psychiatric Hospitals,State,"Ann Arbor, MI",Urban
234042,2018,,Psychiatric Hospitals,Private (For Profit),"Warren-Troy-Farmington Hills, MI",Urban
234043,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Lansing-East Lansing, MI",Urban
240001,2018,NORTH MEMORIAL HEALTH,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240002,2018,ESSENTIA HEALTH,Short-Term,Private (Not For Profit),"Duluth, MN-WI",Urban
240004,2018,,Short-Term,Local,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240006,2018,,Short-Term,Private (Not For Profit),"Rochester, MN",Urban
240010,2018,MAYO CLINIC HEALTH SYSTEM,Short-Term,Church,"Rochester, MN",Urban
240014,2018,,Short-Term,Local,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240018,2018,MAYO CLINIC HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240019,2018,ESSENTIA HEALTH,Short-Term,Private (Not For Profit),"Duluth, MN-WI",Urban
240020,2018,ALLINA HEALTH,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240022,2018,SANFORD HEALTH,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240030,2018,,Short-Term,Local,Rural Minnesota,Rural
240036,2018,CENTRACARE HEALTH SYSTEM,Short-Term,Private (Not For Profit),"St. Cloud, MN",Urban
240038,2018,ALLINA HEALTH,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240040,2018,FAIRVIEW HEALTH SERVICES,Short-Term,Other,"Duluth, MN-WI",Urban
240043,2018,MAYO CLINIC HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240044,2018,,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240047,2018,ST LUKES HEALTH CARE SYSTEM,Short-Term,Private (Not For Profit),"Duluth, MN-WI",Urban
240050,2018,FAIRVIEW HEALTH SERVICES,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240052,2018,,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240053,2018,HEALTHPARTNERS,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240056,2017,RIDGEVIEW MEDICAL CENTER HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240057,2018,ALLINA HEALTH,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240059,2018,ALLINA HEALTH,Short-Term,Church,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240063,2018,FAIRVIEW HEALTH SERVICES,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240064,2018,FAIRVIEW HEALTH SERVICES,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240066,2018,HEALTHPARTNERS,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240069,2018,ALLINA HEALTH,Short-Term,Other,Rural Minnesota,Rural
240071,2018,ALLINA HEALTH,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240075,2018,ESSENTIA HEALTH,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240078,2017,FAIRVIEW HEALTH SERVICES,Short-Term,Other,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240076,2018,ALLINA HEALTH,Short-Term,Other,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240080,2017,FAIRVIEW HEALTH SERVICES,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240084,2018,ESSENTIA HEALTH,Short-Term,Local,"Duluth, MN-WI",Urban
240088,2018,,Short-Term,Local,Rural Minnesota,Rural
240093,2018,MAYO CLINIC HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Mankato-North Mankato, MN",Urban
240100,2018,SANFORD HEALTH,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240101,2018,ESSENTIA HEALTH,Short-Term,Church,Rural Minnesota,Rural
240104,2018,ALLINA HEALTH,Short-Term,Church,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240106,2018,HEALTHPARTNERS,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240115,2018,ALLINA HEALTH,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240132,2016,ALLINA HEALTH SYSTEM,Short-Term,Other,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240141,2017,FAIRVIEW HEALTH SERVICES,Short-Term,Other,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240166,2018,MAYO CLINIC HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240187,2018,,Short-Term,Private (Not For Profit),Rural Minnesota,Rural
240196,2018,ALLINA HEALTH,Short-Term,Federal,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240207,2017,FAIRVIEW HEALTH SERVICES,Short-Term,Church,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240210,2018,FAIRVIEW HEALTH SERVICES,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240213,2018,FAIRVIEW HEALTH SERVICES,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
240214,2018,NORTH MEMORIAL HEALTH,Short-Term,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
241300,2017,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241301,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural Minnesota,Rural
241302,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241304,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241305,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241306,2018,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241308,2018,ST LUKES HEALTH CARE SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241309,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241311,2017,,Critical Access Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
241312,2018,,Critical Access Hospitals,Hospital District or Authority,"Duluth, MN-WI",Urban
241313,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
240206,2018,INDIAN HEALTH SERVICE,Short-Term,Federal,Rural Minnesota,Rural
241303,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241314,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241315,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241316,2017,,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241339,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241317,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241318,2018,,Critical Access Hospitals,Private (Not For Profit),"Duluth, MN-WI",Urban
241319,2017,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241320,2018,,Critical Access Hospitals,Private (Not For Profit),"Grand Forks, ND-MN",Urban
241321,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241323,2018,,Critical Access Hospitals,Other,Rural Minnesota,Rural
241322,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241325,2018,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241326,2018,CENTRACARE HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241328,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241327,2017,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241329,2017,,Critical Access Hospitals,Other,Rural Minnesota,Rural
241330,2018,CENTRACARE HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"St. Cloud, MN",Urban
241331,2015,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),"St. Cloud, MN",Urban
241332,2018,SANFORD HEALTH,Critical Access Hospitals,Local,Rural Minnesota,Rural
241333,2018,MAYO CLINIC HEALTH SYSTEM,Critical Access Hospitals,Other,Rural Minnesota,Rural
241334,2018,,Critical Access Hospitals,Local,"Mankato-North Mankato, MN",Urban
241335,2018,ASCENSION HEALTH,Critical Access Hospitals,Private (Not For Profit),"Rochester, MN",Urban
241336,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241337,2017,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241338,2018,MAYO CLINIC HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"Rochester, MN",Urban
241340,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),"Duluth, MN-WI",Urban
241341,2018,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241342,2018,SANFORD HEALTH,Critical Access Hospitals,Local,Rural Minnesota,Rural
241343,2018,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241344,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241345,2018,MAYO CLINIC HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241346,2018,MAYO CLINIC HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241347,2018,SANFORD HEALTH,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241348,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241349,2018,CENTRACARE HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"St. Cloud, MN",Urban
241363,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241350,2018,,Critical Access Hospitals,Hospital District or Authority,"Duluth, MN-WI",Urban
241351,2018,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241352,2018,MAYO CLINIC HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241353,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241355,2018,HEALTHPARTNERS,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241354,2018,,Critical Access Hospitals,Other,Rural Minnesota,Rural
241356,2018,,Critical Access Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
241357,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),"Grand Forks, ND-MN",Urban
241358,2018,INDIAN HEALTH SERVICE,Critical Access Hospitals,Federal,Rural Minnesota,Rural
241359,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241360,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241361,2018,MAYO CLINIC HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
241362,2018,CENTRACARE HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
241364,2018,,Critical Access Hospitals,Private (Not For Profit),"Duluth, MN-WI",Urban
241365,2017,,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241366,2018,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241367,2017,,Critical Access Hospitals,Local,Rural Minnesota,Rural
241368,2018,CENTRACARE HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"St. Cloud, MN",Urban
241369,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241370,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241371,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241372,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241373,2018,SANFORD HEALTH,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241374,2018,AVERA HEALTH,Critical Access Hospitals,Local,Rural Minnesota,Rural
241375,2017,RIDGEVIEW MEDICAL CENTER HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
241376,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Minnesota,Rural
241377,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural Minnesota,Rural
241378,2018,ALLINA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241379,2018,LAKE REGION HEALTHCARE CORP,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241380,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241381,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Minnesota,Rural
241991,2018,,Other Hospital Types,Church,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
242004,2018,FAIRVIEW HEALTH SERVICES,Long-Term Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
242005,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
243300,2018,,Childrens Hospitals,Hospital District or Authority,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
243302,2018,,Childrens Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
243303,2017,,Childrens Hospitals,Private (Not For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
244002,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
244010,2016,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,"Mankato-North Mankato, MN",Urban
244005,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,Rural Minnesota,Rural
244011,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
244012,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,Rural Minnesota,Rural
244014,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,Rural Minnesota,Rural
244013,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,Rural Minnesota,Rural
244015,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,Rural Minnesota,Rural
244017,2018,MN DEPT HUMAN SERVICES,Psychiatric Hospitals,State,"Rochester, MN",Urban
244018,2018,SANFORD,Psychiatric Hospitals,Private (Not For Profit),Rural Minnesota,Rural
250001,2018,UNIVERSITY OF MISSISSIPPI HEALTHCARE,Short-Term,State,"Jackson, MS",Urban
250002,2018,NORTH MISSISSIPPI MEDICAL CENTER SYSTEM,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
250004,2018,NORTH MISSISSIPPI MEDICAL CENTER SYSTEM,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
244016,2018,,Psychiatric Hospitals,Private (For Profit),"Minneapolis-St. Paul-Bloomington, MN-WI",Urban
250006,2018,BAPTIST MEMORIAL HEALTH CARE CORPORATION,Short-Term,Other,Rural Mississippi,Rural
250007,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Gulfport-Biloxi-Pascagoula, MS",Urban
250009,2018,,Short-Term,Other,Rural Mississippi,Rural
250012,2018,,Short-Term,Physician Ownership,"Memphis, TN-MS-AR",Urban
250017,2018,SUNLINK HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Mississippi,Rural
250019,2018,,Short-Term,Local,"Gulfport-Biloxi-Pascagoula, MS",Urban
250025,2018,CURAE HEALTH,Short-Term,Private (For Profit),Rural Mississippi,Rural
250027,2018,,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
250031,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Mississippi,Rural
250034,2018,BAPTIST MEMORIAL HEALTH CARE CORPORATION,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
250036,2018,GEORGE REGIONAL HEALTH SYSTEM,Short-Term,Local,Rural Mississippi,Rural
250038,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Jackson, MS",Urban
250040,2018,SINGING RIVER HEALTH SYSTEM,Short-Term,Local,"Gulfport-Biloxi-Pascagoula, MS",Urban
250042,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Mississippi,Rural
250043,2018,,Short-Term,Local,Rural Mississippi,Rural
250044,2018,BAPTIST MEMORIAL HEALTH CARE CORPORATION,Short-Term,Church,Rural Mississippi,Rural
250048,2018,,Short-Term,Church,"Jackson, MS",Urban
250049,2018,,Short-Term,Private (For Profit),Rural Mississippi,Rural
250050,2018,,Short-Term,Local,Rural Mississippi,Rural
250057,2018,,Short-Term,Other,Rural Mississippi,Rural
250060,2018,,Short-Term,Local,Rural Mississippi,Rural
250067,2018,NORTH MISSISSIPPI MEDICAL CENTER SYSTEM,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
250095,2018,,Short-Term,Local,Rural Mississippi,Rural
250069,2018,RUSH HEALTH SYSTEMS,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
250072,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Jackson, MS",Urban
250077,2018,,Short-Term,Local,Rural Mississippi,Rural
250078,2018,FORREST HEALTH,Short-Term,Local,"Hattiesburg, MS",Urban
250079,2018,,Short-Term,Local,Rural Mississippi,Rural
250082,2018,DELTA REGIONAL MEDICAL CENTER,Short-Term,Local,Rural Mississippi,Rural
250084,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Mississippi,Rural
250085,2018,FORREST HEALTH,Short-Term,Other,Rural Mississippi,Rural
250093,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Rural Mississippi,Rural
250094,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (Not For Profit),"Hattiesburg, MS",Urban
250096,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Jackson, MS",Urban
250097,2018,SOUTHWEST HEALTH SYSTEM,Short-Term,Local,Rural Mississippi,Rural
250099,2018,,Short-Term,Local,Rural Mississippi,Rural
250100,2018,BAPTIST MEMORIAL HEALTH CARE CORPORATION,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
250102,2018,BAPTIST MEMORIAL HEALTH CARE CORPORATION,Short-Term,Private (Not For Profit),"Jackson, MS",Urban
250104,2018,ANDERSON REGIONAL HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Mississippi,Rural
250117,2018,FORREST HEALTH,Short-Term,Hospital District or Authority,Rural Mississippi,Rural
250122,2015,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Mississippi,Rural
250123,2017,HCA HEALTHCARE,Short-Term,Private (For Profit),"Gulfport-Biloxi-Pascagoula, MS",Urban
250126,2018,ASSOCIATES CAPITAL GROUP  LLC,Short-Term,Private (For Profit),"Memphis, TN-MS-AR",Urban
250127,2017,INDIAN HEALTH SERVICE,Short-Term,Federal,Rural Mississippi,Rural
250138,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Jackson, MS",Urban
250141,2018,BAPTIST MEMORIAL HEALTH CARE CORPORATION,Short-Term,Private (Not For Profit),"Memphis, TN-MS-AR",Urban
250151,2018,UNIVERSAL HEALTH SERVICES,Short-Term,Private (For Profit),Rural Mississippi,Rural
250152,2018,,Short-Term,Private (Not For Profit),"Jackson, MS",Urban
250163,2018,,Short-Term,Private (For Profit),Rural Mississippi,Rural
251300,2018,ASCENTIUM,Critical Access Hospitals,Private (Not For Profit),Rural Mississippi,Rural
251302,2018,PIONEER HEALTH SERVICES,Critical Access Hospitals,Private (Not For Profit),Rural Mississippi,Rural
251303,2017,CORPORATE MANAGEMENT,Critical Access Hospitals,Private (For Profit),Rural Mississippi,Rural
251304,2018,,Critical Access Hospitals,Local,Rural Mississippi,Rural
251305,2018,SOUTHWEST HEALTH SYSTEM,Critical Access Hospitals,Local,Rural Mississippi,Rural
251306,2018,,Critical Access Hospitals,Private (For Profit),"Hattiesburg, MS",Urban
251307,2018,,Critical Access Hospitals,Local,Rural Mississippi,Rural
250020,2018,NORTH MISSISSIPPI MEDICAL CENTER SYSTEM,Short-Term,Other,Rural Mississippi,Rural
250058,2018,,Short-Term,Local,Rural Mississippi,Rural
250061,2018,,Short-Term,Local,Rural Mississippi,Rural
250081,2018,ANDERSON REGIONAL HEALTH SYSTEM,Short-Term,Private (For Profit),Rural Mississippi,Rural
250128,2018,CURAE HEALTH,Short-Term,Private (For Profit),Rural Mississippi,Rural
250134,2018,MISSISSIPPI DEPARTMENT OF MENTAL HEALTH,Short-Term,State,"Jackson, MS",Urban
250136,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Jackson, MS",Urban
250162,2018,OCHSNER HEALTH SYSTEM,Short-Term,Local,"Gulfport-Biloxi-Pascagoula, MS",Urban
250167,2018,METHODIST HEALTHCARE,Short-Term,Private (Not For Profit),"Memphis, TN-MS-AR",Urban
250168,2018,UNIVERSITY OF MISSISSIPPI HEALTHCARE,Short-Term,State,Rural Mississippi,Rural
251312,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Mississippi,Rural
